gid,gisjoin,total_pop,native_pop,forgn_pop,forgn_pct,res_tickets
770,G17003101607005,1089,556,533,0.48944,6
433,G17003108081002,2065,1665,400,0.1937,6
293,G17003104409001,622,622,0,0,3
1828,G17003108309001,1063,972,91,0.08561,6
543,G17003102604001,1567,1556,11,0.00702,5
1450,G17003108378001,2035,1904,131,0.06437,4
1449,G17003108430002,1434,1387,47,0.03278,1
869,G17003102403001,1402,1259,143,0.102,1
2037,G17003102434003,1106,829,277,0.25045,3
1780,G17003101904022,2703,1676,1027,0.37995,9
152,G17003105804004,442,233,209,0.47285,4
536,G17003100306011,772,509,263,0.34067,64
719,G17003106605001,1604,834,770,0.48005,8
475,G17003108342004,1307,1277,30,0.02295,3
5,G17003108387002,851,727,124,0.14571,4
1944,G17003104401013,519,495,24,0.04624,15
789,G17003100815002,1375,1170,205,0.14909,2
340,G17003102507005,1501,1384,117,0.07795,5
2000,G17003102406001,1340,1128,212,0.15821,3
661,G17003100601002,1101,1092,9,0.00817,3
2276,G17003107004021,979,790,189,0.19305,8
1321,G17003108325001,1517,1395,122,0.08042,1
1340,G17003103007003,1065,701,364,0.34178,1
2066,G17003108392001,244,244,0,0,28
1417,G17003108367001,1425,1405,20,0.01404,1
1766,G17003108316003,713,373,340,0.47686,5
1357,G17003101504023,1929,1426,503,0.26076,60
519,G17003100301031,813,557,256,0.31488,25
1834,G17003100812022,742,679,63,0.08491,1
846,G17003102315001,856,856,0,0,3
254,G17003105204004,695,401,294,0.42302,5
625,G17003100802011,1540,1185,355,0.23052,11
656,G17003108324001,2061,1902,159,0.07715,2
1292,G17003103201003,2109,1571,538,0.2551,1
1203,G17003102718001,1230,1230,0,0,5
581,G17003102831002,1146,790,356,0.31065,1
818,G17003101001004,785,638,147,0.18726,14
1613,G17003101606013,1639,1095,544,0.33191,59
2279,G17003107005011,1616,1601,15,0.00928,6
937,G17003106502002,2230,1577,653,0.29283,1
1816,G17003106706001,915,846,69,0.07541,2
1996,G17003100313005,1973,1402,571,0.28941,22
1779,G17003101911001,1162,770,392,0.33735,3
1799,G17003100901004,503,444,59,0.1173,3
215,G17003108373002,1176,1176,0,0,1
1370,G17003101105013,2148,1624,524,0.24395,7
317,G17003102520004,1541,1480,61,0.03958,3
1457,G17003104101001,776,498,278,0.35825,4
1477,G17003108373001,982,957,25,0.02546,5
1621,G17003106404002,2078,1682,396,0.19057,2
1549,G17003106305002,2074,1109,965,0.46528,3
1653,G17003107709021,1681,1171,510,0.30339,2
2238,G17003100605001,1235,918,317,0.25668,1
1328,G17003102105021,1879,1187,692,0.36828,39
1986,G17003100103004,1699,908,791,0.46557,182
133,G17003108344001,858,839,19,0.02214,17
279,G17003106009003,725,592,133,0.18345,12
2080,G17003100208013,769,377,392,0.50975,158
755,G17003100406002,882,785,97,0.10998,2
492,G17003102435001,1294,1184,110,0.08501,3
1343,G17003102420003,1401,1110,291,0.20771,10
172,G17003104304001,661,576,85,0.12859,10
2093,G17003106504001,884,534,350,0.39593,5
170,G17003104303001,1187,1187,0,0,9
2087,G17003106501003,1202,717,485,0.40349,3
55,G17003102922003,780,743,37,0.04744,1
374,G17003106116002,943,930,13,0.01379,1
1940,G17003100632006,1891,1617,274,0.1449,4
128,G17003103012001,1112,546,566,0.50899,3
353,G17003103805001,820,818,2,0.00244,1
1990,G17003100104002,858,675,183,0.21329,74
1663,G17003102416001,1263,1069,194,0.1536,4
646,G17003101909001,1864,1409,455,0.2441,6
1781,G17003101911003,1381,1064,317,0.22954,3
2149,G17003106605003,1286,715,571,0.44401,1
725,G17003100804001,2754,2720,34,0.01235,2
195,G17003103301004,2659,2254,405,0.15231,77
129,G17003108432002,1262,758,504,0.39937,27
2064,G17003106812004,601,588,13,0.02163,1
707,G17003100717001,885,718,167,0.1887,1
971,G17003100604002,1125,994,131,0.11644,1
1572,G17003102004023,1940,1331,609,0.31392,4
930,G17003102414001,1610,1340,270,0.1677,1
903,G17003100208024,1813,384,1429,0.7882,125
1972,G17003106112002,1428,920,508,0.35574,3
855,G17003101505011,1272,841,431,0.33884,26
1138,G17003107105003,694,685,9,0.01297,10
571,G17003100402022,2795,1405,1390,0.49732,144
1825,G17003101003004,1314,1112,202,0.15373,2
2144,G17003108307001,656,515,141,0.21494,21
2008,G17003106503021,1730,1074,656,0.37919,6
1368,G17003108323001,1975,1742,233,0.11797,5
622,G17003102515001,801,786,15,0.01873,1
1971,G17003106120002,944,939,5,0.0053,3
48,G17003102506001,1008,1008,0,0,1
204,G17003108342003,1272,1272,0,0,57
356,G17003103812001,644,644,0,0,36
1908,G17003101506002,687,540,147,0.21397,13
95,G17003108412001,1606,954,652,0.40598,4
1603,G17003104909013,1185,1160,25,0.0211,8
751,G17003100404021,586,487,99,0.16894,10
828,G17003101405002,1685,877,808,0.47953,8
454,G17003108436002,1393,1356,37,0.02656,16
2036,G17003102434001,1479,1206,273,0.18458,2
1529,G17003100609003,1671,1380,291,0.17415,6
1133,G17003102513003,1022,1022,0,0,3
2275,G17003107004022,1207,1101,106,0.08782,1
1612,G17003101407011,1254,759,495,0.39474,12
669,G17003100309004,761,575,186,0.24442,16
675,G17003100706001,1832,1729,103,0.05622,4
1765,G17003108316005,1311,879,432,0.32952,1
117,G17003105703003,1890,1001,889,0.47037,3
709,G17003101003005,861,786,75,0.08711,1
708,G17003108326003,2098,1862,236,0.11249,5
1737,G17003101607004,1154,848,306,0.26516,15
2173,G17003100401002,1647,1333,314,0.19065,14
1151,G17003101510012,632,463,169,0.26741,45
363,G17003104604002,1003,1002,1,0.001,21
341,G17003102508001,1153,1061,92,0.07979,9
2330,G17003104605002,470,458,12,0.02553,1
632,G17003100317004,1102,1004,98,0.08893,17
286,G17003108400002,749,652,97,0.12951,27
676,G17003100707001,2878,2607,271,0.09416,2
1376,G17003102209011,1056,962,94,0.08902,2
2160,G17003106909004,968,968,0,0,1
1949,G17003104301023,1091,1091,0,0,30
389,G17003108102002,1073,834,239,0.22274,2
767,G17003101202004,1027,794,233,0.22687,39
641,G17003108209011,2172,1243,929,0.42772,3
1557,G17003108429003,1257,1257,0,0,1
1844,G17003101006003,1085,793,292,0.26912,1
1907,G17003101506001,1250,894,356,0.2848,8
197,G17003103301002,5070,4299,771,0.15207,30
750,G17003100403003,812,534,278,0.34236,118
558,G17003108426001,1530,1312,218,0.14248,11
951,G17003101404002,1672,982,690,0.41268,6
2127,G17003106603021,1597,803,794,0.49718,1
269,G17003108424003,802,802,0,0,5
844,G17003108421006,794,730,64,0.0806,21
835,G17003102104001,2062,1274,788,0.38215,2
520,G17003100301032,1425,774,651,0.45684,83
688,G17003102105012,3288,1623,1665,0.50639,2
2063,G17003106812002,681,681,0,0,3
2089,G17003106502004,1462,1038,424,0.29001,8
1072,G17003108361001,1038,1004,34,0.03276,5
1362,G17003102209021,1303,861,442,0.33922,1
67,G17003103109002,1716,1145,571,0.33275,5
457,G17003108362001,1590,1323,267,0.16792,2
395,G17003101408001,1047,699,348,0.33238,31
2195,G17003106914002,369,369,0,0,11
761,G17003101104003,842,460,382,0.45368,14
1066,G17003103904002,1385,1330,55,0.03971,7
567,G17003100814022,1493,1341,152,0.10181,1
1763,G17003101801005,1714,1241,473,0.27596,7
658,G17003102421002,1278,1087,191,0.14945,1
955,G17003102502002,1182,1049,133,0.11252,1
1325,G17003101504014,565,394,171,0.30265,29
1686,G17003108216001,1141,1054,87,0.07625,1
1247,G17003100801006,895,834,61,0.06816,1
1132,G17003104203001,2275,1961,314,0.13802,6
2088,G17003106502001,1570,1066,504,0.32102,2
2298,G17003107102005,1894,1894,0,0,1
385,G17003102514003,1351,1321,30,0.02221,1
393,G17003100306041,1102,656,446,0.40472,4
81,G17003104909024,1113,1101,12,0.01078,3
1787,G17003102002004,1520,902,618,0.40658,1
557,G17003108397002,1518,1034,484,0.31884,6
2117,G17003100311002,777,544,233,0.29987,52
778,G17003108365001,1171,1090,81,0.06917,15
1197,G17003100633012,704,628,76,0.10795,2
1472,G17003108371001,500,463,37,0.074,4
1700,G17003108220003,1129,1117,12,0.01063,1
621,G17003104205001,1021,968,53,0.05191,10
734,G17003101103004,1443,1156,287,0.19889,33
1068,G17003103906001,826,714,112,0.13559,41
1574,G17003102207024,1144,782,362,0.31643,1
501,G17003106813002,921,859,62,0.06732,5
1637,G17003107114001,1143,1080,63,0.05512,27
1664,G17003102416002,2175,1923,252,0.11586,6
2009,G17003106503022,2418,1362,1056,0.43672,1
1319,G17003108320001,2181,1990,191,0.08757,10
2077,G17003102831001,1612,1294,318,0.19727,13
246,G17003104403005,663,663,0,0,2
159,G17003103017011,922,273,649,0.7039,7
267,G17003108424001,1070,1054,16,0.01495,12
354,G17003108360002,723,689,34,0.04703,2
1111,G17003106910004,376,376,0,0,2
1279,G17003100813004,1789,1254,535,0.29905,2
1594,G17003108402001,2589,1323,1266,0.48899,56
2129,G17003106904003,871,845,26,0.02985,2
2315,G17003107108004,941,925,16,0.017,25
380,G17003102513001,843,803,40,0.04745,1
2237,G17003100514001,1571,1421,150,0.09548,6
1948,G17003104301022,660,660,0,0,18
574,G17003106911004,1027,1015,12,0.01168,3
1526,G17003106103003,1332,808,524,0.39339,1
1241,G17003100714001,632,548,84,0.13291,7
323,G17003104503003,875,844,31,0.03543,1
1214,G17003107202003,2370,2245,125,0.05274,1
1397,G17003104202001,1707,1608,99,0.058,14
2171,G17003107306001,780,780,0,0,1
1038,G17003102515003,904,904,0,0,1
200,G17003104308001,965,954,11,0.0114,4
275,G17003105302001,839,839,0,0,9
948,G17003108316006,1018,839,179,0.17583,4
990,G17003104503004,646,616,30,0.04644,4
1994,G17003100205001,2561,1308,1253,0.48926,352
726,G17003108383001,916,726,190,0.20742,14
2016,G17003106704001,1858,1794,64,0.03445,3
1097,G17003102227001,1131,868,263,0.23254,3
1,G17003102909001,792,792,0,0,3
666,G17003100307031,756,652,104,0.13757,27
1943,G17003108415002,1215,1215,0,0,6
1261,G17003101913012,1500,898,602,0.40133,13
1352,G17003103814001,1746,1746,0,0,10
1144,G17003101504022,1196,929,267,0.22324,15
1260,G17003102924002,895,895,0,0,1
1797,G17003100819001,1152,1029,123,0.10677,11
682,G17003102306003,813,553,260,0.3198,2
372,G17003106115002,1793,1036,757,0.4222,1
1822,G17003101002007,581,517,64,0.11015,5
1580,G17003101005004,1102,1050,52,0.04719,9
1363,G17003102209022,2022,1313,709,0.35064,1
49,G17003102506002,1007,986,21,0.02085,1
1058,G17003106302001,2217,1087,1130,0.5097,2
1950,G17003104301021,1663,1387,276,0.16597,19
199,G17003104306002,1037,1027,10,0.00964,5
2094,G17003106504002,956,618,338,0.35356,8
671,G17003100311003,1415,1028,387,0.2735,2
2046,G17003102503004,549,495,54,0.09836,3
327,G17003105305011,1688,1688,0,0,1
469,G17003102429002,565,433,132,0.23363,13
905,G17003100208011,1470,918,552,0.37551,264
245,G17003104403004,703,703,0,0,25
259,G17003108397003,2018,1504,514,0.25471,18
1015,G17003103819001,599,595,4,0.00668,5
573,G17003106711001,1486,1451,35,0.02355,4
2029,G17003102425001,2096,1831,265,0.12643,5
864,G17003101710003,998,544,454,0.45491,8
291,G17003108364002,1419,1351,68,0.04792,8
2002,G17003102305002,1165,704,461,0.39571,1
61,G17003102925004,246,246,0,0,1
797,G17003101203005,552,464,88,0.15942,13
901,G17003102429001,1253,989,264,0.21069,8
2290,G17003106720001,1787,1787,0,0,1
2081,G17003100208012,943,866,77,0.08165,108
2192,G17003106912003,870,870,0,0,1
1206,G17003102827002,1007,852,155,0.15392,144
1562,G17003108416001,817,817,0,0,3
1249,G17003100802021,534,338,196,0.36704,20
2258,G17003100615001,1859,1685,174,0.0936,1
753,G17003100404023,1168,920,248,0.21233,18
1894,G17003101407023,1528,891,637,0.41688,9
1883,G17003108318004,1312,787,525,0.40015,69
1177,G17003100402011,1022,780,242,0.23679,47
1466,G17003104610001,2034,1838,196,0.09636,9
2042,G17003100206023,926,442,484,0.52268,64
989,G17003102213003,581,514,67,0.11532,2
1326,G17003101505022,1167,918,249,0.21337,11
972,G17003100404012,485,437,48,0.09897,3
490,G17003100106004,1490,1152,338,0.22685,49
808,G17003101703001,741,370,371,0.50067,1
798,G17003101203006,826,543,283,0.34262,28
874,G17003102504002,984,946,38,0.03862,2
9,G17003104804006,731,623,108,0.14774,1
411,G17003108107011,1500,1029,471,0.314,3
832,G17003108311001,1190,561,629,0.52857,7
1324,G17003101606012,919,523,396,0.4309,8
88,G17003102601001,1047,1040,7,0.00669,1
1161,G17003106720003,1234,1234,0,0,3
1774,G17003100301013,1143,723,420,0.36745,56
1888,G17003101402001,2318,1448,870,0.37532,47
383,G17003102513005,1127,1118,9,0.00799,6
1119,G17003105806004,2339,1508,831,0.35528,4
1801,G17003100902002,1202,1087,115,0.09567,8
453,G17003108360003,1090,1078,12,0.01101,12
1548,G17003106305001,2051,999,1052,0.51292,10
1074,G17003104801001,917,917,0,0,5
887,G17003101903001,1176,453,723,0.6148,9
802,G17003101612002,1558,955,603,0.38703,11
1513,G17003106403006,995,938,57,0.05729,14
1080,G17003104804003,1378,1330,48,0.03483,22
2125,G17003108350005,972,790,182,0.18724,30
1420,G17003108382002,677,559,118,0.1743,10
455,G17003108358001,1469,1433,36,0.02451,19
2263,G17003100624001,1622,1556,66,0.04069,1
2306,G17003108347002,670,670,0,0,1
1087,G17003100206013,1393,764,629,0.45154,184
630,G17003102426002,1737,1534,203,0.11687,6
2182,G17003106608003,1516,1025,491,0.32388,19
209,G17003108404002,1954,1164,790,0.4043,15
1727,G17003101602001,605,447,158,0.26116,20
606,G17003108321001,1652,1225,427,0.25847,42
850,G17003102107002,1345,914,431,0.32045,1
856,G17003101505012,902,608,294,0.32594,9
756,G17003100407002,854,669,185,0.21663,7
151,G17003105804003,1163,658,505,0.43422,6
921,G17003102211002,1713,1442,271,0.1582,4
2241,G17003100612001,2235,2126,109,0.04877,1
270,G17003104406001,660,648,12,0.01818,2
1269,G17003107305004,1546,1546,0,0,1
2055,G17003106501001,1247,544,703,0.56375,5
101,G17003104206002,858,853,5,0.00583,12
339,G17003102507004,1403,1383,20,0.01426,2
1465,G17003104805003,1054,957,97,0.09203,6
1348,G17003103514001,1551,1548,3,0.00193,39
2156,G17003106607001,1355,1270,85,0.06273,3
1879,G17003101204001,1050,835,215,0.20476,1
1732,G17003101605023,1608,859,749,0.4658,11
213,G17003102714001,1151,1140,11,0.00956,2
1640,G17003107201003,1159,1098,61,0.05263,2
1403,G17003104313023,1664,1646,18,0.01082,38
1864,G17003101104002,1694,946,748,0.44156,13
1945,G17003104313011,322,307,15,0.04658,8
969,G17003102215002,1581,1219,362,0.22897,1
230,G17003106004001,1748,732,1016,0.58124,1
1578,G17003101006004,1634,1267,367,0.2246,33
785,G17003100514002,603,539,64,0.10614,5
1920,G17003104909023,664,617,47,0.07078,5
1071,G17003108361003,790,781,9,0.01139,126
2050,G17003106407002,698,512,186,0.26648,1
93,G17003103006002,1883,994,889,0.47212,3
774,G17003101610002,888,842,46,0.0518,2
1335,G17003103511001,1649,1639,10,0.00606,5
714,G17003104607002,990,519,471,0.47576,12
523,G17003100307011,1734,1291,443,0.25548,52
1742,G17003101609002,925,778,147,0.15892,20
1871,G17003102307003,1436,1219,217,0.15111,2
1829,G17003108309003,919,782,137,0.14908,2
1984,G17003108359003,1120,1120,0,0,6
526,G17003100107012,1841,1318,523,0.28408,406
1914,G17003102502001,1786,1576,210,0.11758,7
1293,G17003108390003,1159,739,420,0.36238,1
1425,G17003103011001,1310,725,585,0.44656,10
1473,G17003108370002,1192,1140,52,0.04362,1
178,G17003105001004,1249,1249,0,0,1
1926,G17003100105013,1064,757,307,0.28853,208
812,G17003101912002,1059,491,568,0.53636,4
1768,G17003101902003,1511,735,776,0.51357,2
980,G17003106604003,959,483,476,0.49635,2
33,G17003105607001,1315,932,383,0.29125,3
1003,G17003108439003,947,847,100,0.1056,53
633,G17003100627001,782,711,71,0.09079,2
1188,G17003100619011,623,579,44,0.07063,1
900,G17003102427001,1689,1477,212,0.12552,7
1927,G17003100209012,683,435,248,0.3631,235
1489,G17003100401001,1328,1006,322,0.24247,407
1987,G17003100201002,1445,1048,397,0.27474,387
763,G17003101201001,1452,1380,72,0.04959,1
2115,G17003100310002,996,879,117,0.11747,12
1117,G17003106309001,2174,980,1194,0.54922,7
10,G17003104804007,906,906,0,0,1
2167,G17003107304002,1388,1377,11,0.00793,1
146,G17003105802001,1690,1092,598,0.35385,6
752,G17003100404025,1551,1308,243,0.15667,3
98,G17003108413003,992,694,298,0.3004,14
193,G17003108368002,1699,1694,5,0.00294,39
2059,G17003106811001,810,810,0,0,2
2049,G17003106407001,872,566,306,0.35092,1
2021,G17003106719001,1313,1275,38,0.02894,7
853,G17003101504021,570,385,185,0.32456,12
243,G17003104402012,1716,1684,32,0.01865,14
2164,G17003106911001,553,542,11,0.01989,4
1911,G17003101505021,1418,924,494,0.34838,14
672,G17003100312003,1055,821,234,0.2218,33
1736,G17003101607001,857,595,262,0.30572,31
1366,G17003108325002,2257,2088,169,0.07488,2
145,G17003105001003,648,648,0,0,10
1715,G17003101507002,1413,897,516,0.36518,39
104,G17003104207004,1007,986,21,0.02085,3
1081,G17003104804004,1251,1213,38,0.03038,1
163,G17003103018021,820,533,287,0.35,1
1858,G17003102214003,1201,841,360,0.29975,4
1134,G17003104004002,584,584,0,0,1
533,G17003103515002,415,230,185,0.44578,7
1175,G17003100321003,1544,1327,217,0.14054,7
1555,G17003108351003,1530,975,555,0.36275,1
1153,G17003100611001,1309,1272,37,0.02827,1
1317,G17003100203023,2517,1576,941,0.37386,195
337,G17003102507002,1005,1005,0,0,3
727,G17003100812012,1899,1727,172,0.09057,1
886,G17003101902001,1424,825,599,0.42065,13
1527,G17003100207024,912,755,157,0.17215,154
297,G17003108343004,771,771,0,0,1
689,G17003102309001,1755,1519,236,0.13447,7
893,G17003102108001,1028,770,258,0.25097,1
1804,G17003100902005,544,531,13,0.0239,1
473,G17003102432002,962,767,195,0.2027,4
819,G17003101001001,846,602,244,0.28842,34
2217,G17003106701001,760,760,0,0,2
1723,G17003101512002,1594,721,873,0.54768,9
813,G17003108315002,1454,884,570,0.39202,1
2184,G17003106609002,1138,1108,30,0.02636,6
2186,G17003106610002,1137,1117,20,0.01759,4
970,G17003101607002,1212,811,401,0.33086,7
2096,G17003106504004,2631,1424,1207,0.45876,3
1759,G17003101710004,1129,750,379,0.3357,2
1903,G17003101503002,1255,848,407,0.3243,138
1632,G17003100804002,659,614,45,0.06829,22
1285,G17003101403011,1080,291,789,0.73056,8
1747,G17003100811003,1124,927,197,0.17527,1
806,G17003101702001,1488,1013,475,0.31922,29
1201,G17003102607002,1246,1151,95,0.07624,7
590,G17003106009004,1185,739,446,0.37637,23
579,G17003104109001,796,694,102,0.12814,8
1734,G17003101606022,1083,725,358,0.33056,12
1628,G17003108411003,1911,781,1130,0.59131,5
946,G17003102608001,1393,1388,5,0.00359,1
123,G17003105801002,1402,729,673,0.48003,6
1463,G17003100102021,1427,1019,408,0.28591,126
1414,G17003101906022,1912,1335,577,0.30178,3
885,G17003101901001,2720,1487,1233,0.45331,9
1917,G17003103404001,1740,594,1146,0.65862,2
2155,G17003106606005,1525,1059,466,0.30557,6
880,G17003100206021,1003,529,474,0.47258,59
800,G17003101204003,1552,1062,490,0.31572,45
1530,G17003100404024,515,326,189,0.36699,9
1865,G17003101105015,433,393,40,0.09238,24
915,G17003108319001,1503,1365,138,0.09182,2
1141,G17003106910002,950,950,0,0,19
2079,G17003100208021,1480,706,774,0.52297,334
547,G17003102603001,1483,1483,0,0,1
1989,G17003100103001,998,694,304,0.30461,58
997,G17003102312002,1644,1591,53,0.03224,1
1892,G17003101405003,1252,757,495,0.39537,18
1699,G17003108220002,504,492,12,0.02381,1
556,G17003108399002,1028,878,150,0.14591,3
1123,G17003106203001,888,638,250,0.28153,3
2114,G17003100310001,1179,839,340,0.28838,64
566,G17003106406002,1264,867,397,0.31408,2
695,G17003100317003,1566,1415,151,0.09642,18
2078,G17003100207021,2372,1255,1117,0.47091,234
737,G17003101507003,937,619,318,0.33938,20
782,G17003100506002,1145,1020,125,0.10917,1
287,G17003102808001,850,815,35,0.04118,6
1792,G17003101408003,1241,1028,213,0.17164,20
1630,G17003108395001,1379,1301,78,0.05656,13
1607,G17003104401012,913,906,7,0.00767,33
2181,G17003100408002,831,741,90,0.1083,4
181,G17003105003001,695,568,127,0.18273,1
1830,G17003108309002,886,838,48,0.05418,6
1412,G17003108317001,2313,1489,824,0.35625,19
1137,G17003101908005,1538,1286,252,0.16385,2
1516,G17003106405002,1482,1253,229,0.15452,3
298,G17003108343005,1314,1302,12,0.00913,1
690,G17003102424002,1805,779,1026,0.56842,5
112,G17003104911003,908,908,0,0,7
1211,G17003107109002,1611,1590,21,0.01304,14
1460,G17003104301011,859,859,0,0,25
1484,G17003105305021,1495,1495,0,0,5
2098,G17003106814001,421,421,0,0,1
1491,G17003104906001,1452,1405,47,0.03237,7
954,G17003108423002,2133,1972,161,0.07548,4
600,G17003100609005,767,581,186,0.2425,14
889,G17003101904021,1939,1315,624,0.32182,15
435,G17003108121005,606,539,67,0.11056,1
589,G17003106203006,1831,1238,593,0.32387,1
1941,G17003108371002,1439,1401,38,0.02641,19
52,G17003108414001,722,712,10,0.01385,2
366,G17003104605001,320,320,0,0,1
2027,G17003102422002,1813,1594,219,0.12079,1
2322,G17003107111001,1486,1446,40,0.02692,10
2045,G17003102503002,968,903,65,0.06715,5
1798,G17003100901001,1040,803,237,0.22788,5
1382,G17003102519004,2725,2661,64,0.02349,3
1537,G17003100502002,2121,1879,242,0.1141,61
1993,G17003100107021,1499,905,594,0.39626,80
736,G17003101506003,947,736,211,0.22281,10
1505,G17003106308001,1995,967,1028,0.51529,2
637,G17003100715006,714,670,44,0.06162,1
416,G17003108111004,1172,876,296,0.25256,1
758,G17003100408001,984,842,142,0.14431,1
1658,G17003102412001,1178,949,229,0.1944,5
427,G17003108121001,1149,1063,86,0.07485,1
2207,G17003108308003,1171,1048,123,0.10504,3
377,G17003102512002,948,948,0,0,5
1517,G17003106406001,1234,780,454,0.36791,5
24,G17003104105001,1257,1022,235,0.18695,18
1639,G17003107115002,1472,1472,0,0,4
1235,G17003100810003,946,702,244,0.25793,1
728,G17003101007005,987,548,439,0.44478,4
456,G17003108345001,1563,1506,57,0.03647,6
1873,G17003102308001,1195,914,281,0.23515,1
1893,G17003101407024,1409,752,657,0.46629,11
2074,G17003107203002,889,866,23,0.02587,1
1052,G17003106203005,1022,704,318,0.31115,11
2232,G17003107501004,1567,1552,15,0.00957,3
216,G17003108411001,1905,569,1336,0.70131,3
1755,G17003101705001,1643,1142,501,0.30493,12
809,G17003101704002,1170,618,552,0.47179,4
8,G17003104005002,1093,1075,18,0.01647,1
483,G17003100107011,2105,1288,817,0.38812,646
1869,G17003102306001,722,448,274,0.3795,1
1815,G17003108351004,1578,901,677,0.42902,2
881,G17003100207022,3078,1743,1335,0.43372,87
1956,G17003100101002,1525,1346,179,0.11738,45
542,G17003102518003,898,898,0,0,4
1270,G17003103018023,996,384,612,0.61446,8
1341,G17003103009003,1050,553,497,0.47333,1
1525,G17003108314002,2278,2009,269,0.11809,9
1738,G17003101608001,1065,464,601,0.56432,3
1753,G17003101704003,919,675,244,0.26551,7
1342,G17003102105023,1066,624,442,0.41463,1
1860,G17003102225001,1424,1066,358,0.2514,2
1128,G17003101708002,1159,790,369,0.31838,11
28,G17003104108001,1258,912,346,0.27504,3
313,G17003102518002,981,981,0,0,14
1002,G17003101703003,846,644,202,0.23877,7
2053,G17003106408001,1024,761,263,0.25684,10
30,G17003104903001,1303,1098,205,0.15733,8
1778,G17003101908002,808,693,115,0.14233,3
1312,G17003107506004,629,629,0,0,1
1591,G17003108435001,8881,7963,918,0.10337,6
585,G17003100609001,756,622,134,0.17725,14
1862,G17003102303001,1170,765,405,0.34615,2
1764,G17003108316001,1755,1134,621,0.35385,3
122,G17003105801001,1594,886,708,0.44417,2
1942,G17003108331002,1534,1383,151,0.09844,36
762,G17003101105012,606,438,168,0.27723,11
531,G17003100203011,1619,1016,603,0.37245,20
1581,G17003101005005,1897,1376,521,0.27464,669
628,G17003101510021,1117,727,390,0.34915,25
1867,G17003101105011,1053,921,132,0.12536,36
545,G17003102605001,1837,1826,11,0.00599,1
487,G17003100105012,1669,1285,384,0.23008,33
1767,G17003101902002,1726,1078,648,0.37543,1
1510,G17003108331001,3211,2902,309,0.09623,1
1730,G17003101603002,1031,427,604,0.58584,12
2280,G17003107005013,1932,1892,40,0.0207,10
831,G17003102101003,937,758,179,0.19104,25
1983,G17003108359002,983,976,7,0.00712,9
2176,G17003100404011,698,578,120,0.17192,10
155,G17003102606001,1057,1057,0,0,1
587,G17003100204002,1693,1178,515,0.30419,186
1327,G17003102105011,1281,653,628,0.49024,1
2086,G17003100303002,1599,1023,576,0.36023,128
842,G17003102312004,1393,1331,62,0.04451,2
1282,G17003101003002,1061,692,369,0.34779,13
961,G17003102410001,907,786,121,0.13341,14
2214,G17003100508001,1427,1327,100,0.07008,2
97,G17003108413004,698,488,210,0.30086,1
1843,G17003101006002,1445,985,460,0.31834,169
351,G17003102827001,1395,1194,201,0.14409,3
1142,G17003108363002,860,800,60,0.06977,5
1805,G17003100903001,1325,1178,147,0.11094,18
1615,G17003101510011,1906,1193,713,0.37408,18
2095,G17003106504003,1283,771,512,0.39906,1
922,G17003102213002,787,661,126,0.1601,2
369,G17003106113003,1069,530,539,0.50421,3
1008,G17003101407022,1463,929,534,0.365,18
1413,G17003101510022,1251,667,584,0.46683,9
826,G17003101404001,1432,818,614,0.42877,23
1642,G17003106904001,830,811,19,0.02289,13
1652,G17003107709012,1233,758,475,0.38524,3
2197,G17003106914005,585,576,9,0.01538,2
464,G17003104602002,1582,1414,168,0.10619,8
1353,G17003103907001,1276,980,296,0.23197,13
1745,G17003101613002,1081,465,616,0.56984,6
2289,G17003100711001,1503,1359,144,0.09581,2
